Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
v11_race_continue2_2759f004	am	WOAH! You got a little close there, crazy.	game/v11/scene39.rpy	843	am "[what]"
v11_race_continue2_6534bfd0	u	Gotta do what I gotta do to win.	game/v11/scene39.rpy	848	u "[what]"
v11_race_continue2_bab77cff	am	Haha, I see.	game/v11/scene39.rpy	853	am "[what]"
v11_no_overtake3_ea7584aa	u	(Nothing drastic, I shouldn't be taking risks right now.)	game/v11/scene39.rpy	871	u "[what]"
v11_no_overtake3_06cda73b	am	It sure is lonely way up here, wish I had some company.	game/v11/scene39.rpy	876	am "[what]"
v11_no_overtake3_3b0c553b	u	Be careful what you wish for!	game/v11/scene39.rpy	881	u "[what]"
v11_race_continue3_b0da12fa	am	This is it right here.	game/v11/scene39.rpy	894	am "[what]"
v11_race_continue3_fcc18885	u	*Laughs*	game/v11/scene39.rpy	899	u "[what]"
v11_race_continue3_ba995f59	u	LET'S GOOOOOOO!!!!	game/v11/scene39.rpy	920	u "[what]"
v11_race_continue3_5b77623e	u	Looks like somebody's gonna be an erotic Kiwii model!	game/v11/scene39.rpy	930	u "[what]"
v11_race_continue3_740ddc21	am	Haha, I like that you're excited but slow your roll, hotshot.	game/v11/scene39.rpy	935	am "[what]"
v11_race_continue3_fde78c29	u	Don't tell me you're the chicken now.	game/v11/scene39.rpy	940	u "[what]"
v11_race_continue3_67249aeb	am	No, definitely not.	game/v11/scene39.rpy	945	am "[what]"
v11_race_continue3_944f078e	clerk	Sorry about that babe, we both know this guys a cheater. I'll take care of him for you.	game/v11/scene39.rpy	955	clerk "[what]"
v11_race_continue3_368fb460	am	Haha, Easy!	game/v11/scene39.rpy	966	am "[what]"
v11_race_continue3_57ae9944	u	*Sighs*	game/v11/scene39.rpy	971	u "[what]"
v11_race_continue3_632e47af	am	Aww, you mad? *Chuckles*	game/v11/scene39.rpy	976	am "[what]"
v11_race_continue3_47426978	u	What? No.	game/v11/scene39.rpy	981	u "[what]"
v11_race_continue3_51996c5c	am	Why'd you sigh like that then?	game/v11/scene39.rpy	986	am "[what]"
v11_race_continue3_d4cb46c9	u	Just thinking about what's gonna happen when everyone sees me naked on Kiwii... it's gonna be bad. *Chuckles*	game/v11/scene39.rpy	991	u "[what]"
v11_race_continue3_29dc9124	am	Hey, I could be doing you a favor. Who knows, someone may like what they see. *Chuckles*	game/v11/scene39.rpy	996	am "[what]"
v11_race_continue3_db57a20a	u	Haha yeah... We'll see how it goes.	game/v11/scene39.rpy	1001	u "[what]"
v11_race_continue3_9cde715d	clerk	Hey babe, nice job! Have fun?	game/v11/scene39.rpy	1006	clerk "[what]"
v11_race_continue3_e01e82d2	am	Look weirdo, thanks for letting us race, but don't ever call me babe again. Alright?	game/v11/scene39.rpy	1012	am "[what]"
v11_race_continue3_9c5a8136	clerk	Babe? I didn't call you babe! I don't even like girls like you, you're definitely not my type. You're like a six if that. *Laughs*	game/v11/scene39.rpy	1017	clerk "[what]"
v11_race_continue3_8350a957	am	I'm-	game/v11/scene39.rpy	1031	am "[what]"
v11_race_continue3_96dcf4fe	u	What the fuck is your problem? Who do you think you are talking to her like that? Your ugly ass probably never pleased a girl in his life.	game/v11/scene39.rpy	1036	u "[what]"
v11_race_continue3_abd0e216	clerk	I didn't mean it like that, I was just saying-	game/v11/scene39.rpy	1041	clerk "[what]"
v11_race_continue3_3b4179ed	u	Don't "just say" anything. Let's go, Amber.	game/v11/scene39.rpy	1046	u "[what]"
v11_race_continue3_3598fcaa	u	What's wrong?	game/v11/scene39.rpy	1056	u "[what]"
v11_race_continue3_e5b5b9b6	clerk	Hey, that's not appropriate for a public-	game/v11/scene39.rpy	1068	clerk "[what]"
v11_race_continue3_157bfe87	am	If you weren't such a dick, maybe someone would kiss you too.	game/v11/scene39.rpy	1073	am "[what]"
v11_race_continue3_72992908	u	At least we both had a good time, right?	game/v11/scene39.rpy	1088	u "[what]"
v11_race_continue3_6f717149	am	Look, pal. I'm not some dumb bitch that you can talk to however you want, I will fuck your ass up if I have to.	game/v11/scene39.rpy	1095	am "[what]"
v11_race_continue3_8be5b61a	am	You've been hitting on me like a creep since the moment we got here and now you wanna switch it up? Go fuck yourself, bitch boy.	game/v11/scene39.rpy	1096	am "[what]"
v11_race_continue3_4f55df0b	clerk	I-	game/v11/scene39.rpy	1101	clerk "[what]"
v11_race_continue3_b92903c8	u	I can't lie, that was pretty fucking hot.	game/v11/scene39.rpy	1116	u "[what]"
v11_race_continue3_587d5e5b	am	Not bad for a six, huh?	game/v11/scene39.rpy	1121	am "[what]"
v11_race_continue3_e9ec6451	u	He doesn't know what the fuck he's talking about, Amber. You know that.	game/v11/scene39.rpy	1126	u "[what]"
v11_race_continue3_72992908_1	u	At least we both had a good time, right?	game/v11/scene39.rpy	1131	u "[what]"
v11_race_continue3_48d94f29	am	Yeah, I really did.	game/v11/scene39.rpy	1136	am "[what]"
v11_race_continue3_ef772a01	u	You know what, if the job at Lew's doesn't work out, maybe you can work with our friend back there.	game/v11/scene39.rpy	1146	u "[what]"
v11_race_continue3_5672d6d5	u	You know, stare into each other's eyes while you countdown for customers. That sounds nice, doesn't it? *Chuckles*	game/v11/scene39.rpy	1151	u "[what]"
v11_race_continue3_7be577eb	am	Yeah, sounds like a fucking dream.	game/v11/scene39.rpy	1156	am "[what]"
v11_race_continue3_fcc18885_1	u	*Laughs*	game/v11/scene39.rpy	1161	u "[what]"
v11_race_continue3_17087204	u	Same. That was a lot more fun than I expected it to be, haha.	game/v11/scene39.rpy	1167	u "[what]"
v11_race_continue3_f03b5444	am	And you almost chickened out... Where would you be without me?	game/v11/scene39.rpy	1172	am "[what]"
v11_race_continue3_8569c4fa	u	*Chuckles*	game/v11/scene39.rpy	1177	u "[what]"
v11_wolves_packing_chris_17710b14	u	(I really should get some more clothes.)	game/v11/scene3a.rpy	10	u "[what]"
v11_wolves_packing_chris_a9bbd552	ch	Hey man, saw you come home. You usually aren't here around this time and everyone else is out. What are you up to?	game/v11/scene3a.rpy	20	ch "[what]"
v11_wolves_packing_chris_90de0a42	u	I'm just getting things situated for the trip. You already packed up?	game/v11/scene3a.rpy	27	u "[what]"
v11_wolves_packing_chris_9efedfed	ch	Yeah, I packed last week except for bathroom stuff.	game/v11/scene3a.rpy	32	ch "[what]"
v11_wolves_packing_chris_7d3b23e0	u	Ahh that was smart, I don't know what I was doing. I thought we still had another week.	game/v11/scene3a.rpy	37	u "[what]"
v11_wolves_packing_chris_53eeae4c	ch	*Sigh* You wouldn't be the only one lately that doesn't know what they're doing.	game/v11/scene3a.rpy	42	ch "[what]"
v11_wolves_packing_chris_09332657	u	What do you mean?	game/v11/scene3a.rpy	47	u "[what]"
v11_wolves_packing_chris_af9bedb2	ch	*Sighs*	game/v11/scene3a.rpy	52	ch "[what]"
v11_wolves_packing_chris_3598fcaa	u	What's wrong?	game/v11/scene3a.rpy	57	u "[what]"
v11_wolves_packing_chris_9eed0439	ch	It's Nora... Her and I are having some... issues.	game/v11/scene3a.rpy	62	ch "[what]"
v11_wolves_packing_chris_fdbce207	u	Oh...	game/v11/scene3a.rpy	67	u "[what]"
v11_wolves_packing_chris_46092ce9	ch	You don't mind me opening up to you do you? I just really haven't had a chance to vent.	game/v11/scene3a.rpy	72	ch "[what]"
v11_wolves_packing_chris_e0469f9d	u	Of course, I don't mind.	game/v11/scene3a.rpy	82	u "[what]"
v11_wolves_packing_chris_2d670b18	ch	Let me ask you this, do you think Nora and I are right for each other?	game/v11/scene3a.rpy	87	ch "[what]"
v11_wolves_packing_chris_2df276c5	u	Of course, I couldn't see you guys without each other.	game/v11/scene3a.rpy	97	u "[what]"
v11_wolves_packing_chris_7c0050ed	u	I wouldn't wanna try and play matchmaker or anything. So I don't really know.	game/v11/scene3a.rpy	103	u "[what]"
v11_wolves_packing_chris_1d89bf42	ch	Right now, I have no idea.	game/v11/scene3a.rpy	108	ch "[what]"
v11_wolves_packing_chris_2bd0c892	ch	The last time I saw her smile was at homecoming and that was only for a moment. And even that night didn't end well.	game/v11/scene3a.rpy	110	ch "[what]"
v11_wolves_packing_chris_ee065306	u	What's causing you guys to have problems?	game/v11/scene3a.rpy	115	u "[what]"
v11_wolves_packing_chris_66f53efe	ch	It's a whole mess really. I love Nora, more than anything. She's been there for me in ways I can't even explain.	game/v11/scene3a.rpy	120	ch "[what]"
v11_wolves_packing_chris_a35e17a3	ch	I've known her forever. I mean, we've been dating since high school. But ever since I became Wolves President it's like I'm being torn two ways.	game/v11/scene3a.rpy	122	ch "[what]"
v11_wolves_packing_chris_5a11bca8	ch	It seems impossible for me to do everything I need to do for the frat and still give Nora the attention she deserves.	game/v11/scene3a.rpy	124	ch "[what]"
v11_wolves_packing_chris_ab9dcb8d	ch	I've tried explaining to her that this is just temporary, but that didn't really make things better.	game/v11/scene3a.rpy	126	ch "[what]"
v11_wolves_packing_chris_dee1bc2d	u	I get it, sometimes it's hard to know what the right thing to do is... But can you blame her for being upset that you're prioritizing the frat?	game/v11/scene3a.rpy	131	u "[what]"
v11_wolves_packing_chris_0d7beee8	ch	That's just it, I can't. I completely understand her point of view and I wish things were different, but they can't be while I'm President.	game/v11/scene3a.rpy	136	ch "[what]"
v11_wolves_packing_chris_99dede0f	u	Sounds like the best thing to do is just sit down and talk with her.	game/v11/scene3a.rpy	145	u "[what]"
v11_wolves_packing_chris_a0ef100e	ch	Believe me, I've tried. We just see things differently. There's no getting her to understand, all I can do is hope she hangs in there while my time in the frat lasts.	game/v11/scene3a.rpy	150	ch "[what]"
v11_wolves_packing_chris_b5f0d752	u	She may not be willing to make that sacrifice. What then?	game/v11/scene3a.rpy	155	u "[what]"
v11_wolves_packing_chris_e090040b	ch	Then I lose the love of my life. My grandfather used to say "we can love people all we want, but if we can't provide for those we love then we don't love them at all".	game/v11/scene3a.rpy	160	ch "[what]"
v11_wolves_packing_chris_fa4fd6f6	ch	This frat opens so many doors for me. Job opportunities, leadership programs, scholarships... All I need to do is finish what I've started.	game/v11/scene3a.rpy	162	ch "[what]"
v11_wolves_packing_chris_c9def445	u	Does Nora know all of this?	game/v11/scene3a.rpy	167	u "[what]"
v11_wolves_packing_chris_5a1df7ab	ch	*Sighs* Yes, but she- she doesn't care. She feels I can still do better and that I'm using the frat as an excuse.	game/v11/scene3a.rpy	172	ch "[what]"
v11_wolves_packing_chris_5c61a192	u	Maybe on the trip you'll have the chance to get that spark back.	game/v11/scene3a.rpy	177	u "[what]"
v11_wolves_packing_chris_42e653a1	ch	I wish, but I don't think that's gonna happen either.	game/v11/scene3a.rpy	182	ch "[what]"
v11_wolves_packing_chris_66495e60	u	How come?	game/v11/scene3a.rpy	187	u "[what]"
v11_wolves_packing_chris_c6feb4d0	ch	I'm only going on the trip because I need it to graduate. Otherwise I'd be staying to take care of things for the frat, we have some major things coming up.	game/v11/scene3a.rpy	192	ch "[what]"
v11_wolves_packing_chris_cd8e8272	ch	I'm gonna be spending most of the trip on the phone with Sebastian. And I don't think that's gonna solve our issues.	game/v11/scene3a.rpy	194	ch "[what]"
v11_wolves_packing_chris_f332b482	u	Damn man, you sure there's no way for you to take a break?	game/v11/scene3a.rpy	199	u "[what]"
v11_wolves_packing_chris_2b9b3b47	ch	If I slack off now, everything I've done up until this point would be meaningless.	game/v11/scene3a.rpy	204	ch "[what]"
v11_wolves_packing_chris_a7a4cf32	ch	I've set an example of what it means to lead the Wolves and I won't ruin that for a vacation.	game/v11/scene3a.rpy	205	ch "[what]"
v11_wolves_packing_chris_89168212	u	Sounds like your mind's made up.	game/v11/scene3a.rpy	210	u "[what]"
v11_wolves_packing_chris_3029505b	ch	Maybe, I mean, I'm still confused. I just need her to understand.	game/v11/scene3a.rpy	215	ch "[what]"
v11_wolves_packing_chris_14155e54	ch	Does she not understand how much I love her?	game/v11/scene3a.rpy	220	ch "[what]"
v11_wolves_packing_chris_fb9abbe9	u	I've never known you to not figure something out. I'm sure this'll be no different.	game/v11/scene3a.rpy	225	u "[what]"
v11_wolves_packing_chris_102f0c1c	ch	I hope you're right.	game/v11/scene3a.rpy	230	ch "[what]"
v11_wolves_packing_chris_e5223451	u	Sounds like you need to decide between her or the frat.	game/v11/scene3a.rpy	237	u "[what]"
v11_wolves_packing_chris_1148935a	ch	I can't... I'm not abandoning her or the frat. Both need me. I just wish the frat needed me a little less. You know, sometimes I wish I wasn't even President.	game/v11/scene3a.rpy	242	ch "[what]"
v11_wolves_packing_chris_9a82eb1b	u	I can't picture the frat without you as President, but it would give you more time for Nora.	game/v11/scene3a.rpy	247	u "[what]"
v11_wolves_packing_chris_fb456fd7	ch	...	game/v11/scene3a.rpy	252	ch "[what]"
v11_wolves_packing_chris_8672bf74	u	Chris?	game/v11/scene3a.rpy	257	u "[what]"
v11_wolves_packing_chris_f59e3c12	ch	I shouldn't even have let an idea like that slip into my head. This frat is home and has provided so much for me. Job opportunities, leadership programs, scholarships...	game/v11/scene3a.rpy	262	ch "[what]"
v11_wolves_packing_chris_e8229cb1	u	That's amazing, does she not know all this?	game/v11/scene3a.rpy	267	u "[what]"
v11_wolves_packing_chris_d51969a4	ch	*Sighs* Yes, but she doesn't care. She feels I can still do better and that I'm using the frat as an excuse.	game/v11/scene3a.rpy	272	ch "[what]"
v11_wolves_packing_chris_5c61a192_1	u	Maybe on the trip you'll have the chance to get that spark back.	game/v11/scene3a.rpy	277	u "[what]"
v11_wolves_packing_chris_63b30d95	ch	I wish, but that's not gonna happen either.	game/v11/scene3a.rpy	282	ch "[what]"
v11_wolves_packing_chris_66495e60_1	u	How come?	game/v11/scene3a.rpy	287	u "[what]"
v11_wolves_packing_chris_c6feb4d0_1	ch	I'm only going on the trip because I need it to graduate. Otherwise I'd be staying to take care of things for the frat, we have some major things coming up.	game/v11/scene3a.rpy	292	ch "[what]"
v11_wolves_packing_chris_cd8e8272_1	ch	I'm gonna be spending most of the trip on the phone with Sebastian. And I don't think that's gonna solve our issues.	game/v11/scene3a.rpy	294	ch "[what]"
v11_wolves_packing_chris_f332b482_1	u	Damn man, you sure there's no way for you to take a break?	game/v11/scene3a.rpy	299	u "[what]"
v11_wolves_packing_chris_2b9b3b47_1	ch	If I slack off now, everything I've done up until this point would be meaningless.	game/v11/scene3a.rpy	304	ch "[what]"
v11_wolves_packing_chris_a7a4cf32_1	ch	I've set an example of what it means to lead the Wolves and I won't ruin that for a vacation.	game/v11/scene3a.rpy	305	ch "[what]"
v11_wolves_packing_chris_89168212_1	u	Sounds like your mind's made up.	game/v11/scene3a.rpy	310	u "[what]"
v11_wolves_packing_chris_3029505b_1	ch	Maybe, I mean, I'm still confused. I just need her to understand.	game/v11/scene3a.rpy	315	ch "[what]"
v11_wolves_packing_chris_14155e54_1	ch	Does she not understand how much I love her?	game/v11/scene3a.rpy	320	ch "[what]"
v11_wolves_packing_chris_fb9abbe9_1	u	I've never known you to not figure something out. I'm sure this'll be no different.	game/v11/scene3a.rpy	325	u "[what]"
v11_wolves_packing_chris_102f0c1c_1	ch	I hope you're right.	game/v11/scene3a.rpy	330	ch "[what]"
v11_wolves_packing_chris_8b9cf066	ch	Thanks for the talk [name]. I appreciate it.	game/v11/scene3a.rpy	345	ch "[what]"
v11_wolves_packing_chris_db4a2707	u	Of course man, anytime.	game/v11/scene3a.rpy	350	u "[what]"
v11_wolves_packing_chris_2d1d2646	u	(THAT. WAS. ROUGH.)	game/v11/scene3a.rpy	362	u "[what]"
v11_wolves_packing_chris_822d4f15	u	Honestly, I'd rather not know what goes on in your relationship. I feel like that's between you and Nora.	game/v11/scene3a.rpy	371	u "[what]"
v11_wolves_packing_chris_b8fde82f	ch	I get that.	game/v11/scene3a.rpy	376	ch "[what]"
v11_wolves_packing_chris_a75f4b73	ch	I'm gonna go find Sebastian, gonna need him to take over while I'm gone.	game/v11/scene3a.rpy	386	ch "[what]"
v11_wolves_packing_chris_104440d0	u	See ya.	game/v11/scene3a.rpy	391	u "[what]"
v11_cafe_with_riley_fcfea652	u	Hello?	game/v11/scene3b.rpy	14	u "[what]"
v11_cafe_with_riley_63d279d9	ri	Hey [name], it's Riley. I'm over here at the cafe on Stevenson trying to clear my head about some things, and I thought it'd be nice to just talk to someone about it. Mind coming down?	game/v11/scene3b.rpy	19	ri "[what]"
v11_cafe_with_riley_4f086ef9	u	No I don't mind at all, I'll be there soon.	game/v11/scene3b.rpy	24	u "[what]"
v11_cafe_with_riley_ac04ba6e	ri	Okay cool, thanks. See ya.	game/v11/scene3b.rpy	29	ri "[what]"
v11_cafe_with_riley_c5d4568d	u	Later, Riley.	game/v11/scene3b.rpy	34	u "[what]"
v11_cafe_with_riley_fcfea652_1	u	Hello?	game/v11/scene3b.rpy	40	u "[what]"
v11_cafe_with_riley_63d279d9_1	ri	Hey [name], it's Riley. I'm over here at the cafe on Stevenson trying to clear my head about some things, and I thought it'd be nice to just talk to someone about it. Mind coming down?	game/v11/scene3b.rpy	45	ri "[what]"
v11_cafe_with_riley_4f086ef9_1	u	No I don't mind at all, I'll be there soon.	game/v11/scene3b.rpy	50	u "[what]"
v11_cafe_with_riley_ac04ba6e_1	ri	Okay cool, thanks. See ya.	game/v11/scene3b.rpy	55	ri "[what]"
v11_cafe_with_riley_c5d4568d_1	u	Later, Riley.	game/v11/scene3b.rpy	60	u "[what]"
v11_cafe_with_riley_8686e81c	u	Hey.	game/v11/scene3b.rpy	85	u "[what]"
v11_cafe_with_riley_a40af0da	ri	Hey.	game/v11/scene3b.rpy	90	ri "[what]"
v11_cafe_with_riley_485f63b5	u	So, how do you wanna do this? A little small talk first or just dive right in?	game/v11/scene3b.rpy	95	u "[what]"
v11_cafe_with_riley_21e4eccb	ri	Haha, I don't wanna keep you forever so I'll just say what's on my mind... I'm kinda nervous about the trip, actually.	game/v11/scene3b.rpy	100	ri "[what]"
v11_cafe_with_riley_48c99239	u	Why?	game/v11/scene3b.rpy	105	u "[what]"
v11_cafe_with_riley_722c1512	ri	Wait, let me rephrase that... I'm kinda nervous about flying to Europe.	game/v11/scene3b.rpy	110	ri "[what]"
v11_cafe_with_riley_4433d913	u	What's got you so freaked out?	game/v11/scene3b.rpy	115	u "[what]"
v11_cafe_with_riley_9f3a1855	ri	I've never flown before and I don't know what to expect. Will I get sick? Are there going to be a lot of issues with the plane?	game/v11/scene3b.rpy	120	ri "[what]"
v11_cafe_with_riley_ad547709	ri	I literally know nothing except for the things I've seen in movies. And in movies, there's no middle man. It's either the plane crashes or people are enjoying themselves in first class.	game/v11/scene3b.rpy	121	ri "[what]"
v11_cafe_with_riley_13918ced	ri	And although one of those would be nice, it won't be happening... So I really hope the plane doesn't crash.	game/v11/scene3b.rpy	122	ri "[what]"
v11_cafe_with_riley_79067112	u	Well... Planes don't crash often, but there's usually a lot of turbulence which makes the plane shake pretty hard. That part is a little scary.	game/v11/scene3b.rpy	130	u "[what]"
v11_cafe_with_riley_41f33989	u	It's mostly stable in first class, but in the regular area where we'll be, it can get kinda bad.	game/v11/scene3b.rpy	131	u "[what]"
v11_cafe_with_riley_bfaa40a4	ri	That doesn't make me feel any better...	game/v11/scene3b.rpy	136	ri "[what]"
v11_cafe_with_riley_b2109baa	u	Haha, I'm just messing with you. It's really not that bad. You probably won't even notice we're moving.	game/v11/scene3b.rpy	141	u "[what]"
v11_cafe_with_riley_fe691d49	ri	Amber also said the turbulence makes the plane shake a lot... Now I feel like you're just trying to make me feel better by hiding the truth.	game/v11/scene3b.rpy	146	ri "[what]"
v11_cafe_with_riley_d483f6a8	u	*Laughs* Well, the truth is I was trying to scare you with something that would be believable. Sounds like Amber had the same idea.	game/v11/scene3b.rpy	151	u "[what]"
v11_cafe_with_riley_da8ea1c2	u	Just download some movies on your phone to watch and for most of it, you'll probably be asleep anyway... You really have nothing to worry about.	game/v11/scene3b.rpy	152	u "[what]"
v11_cafe_with_riley_0473c8f4	u	I'm pretty sure Imre is scared of heights, but he has no problem with the plane.	game/v11/scene3b.rpy	153	u "[what]"
v11_cafe_with_riley_bc038785	u	*Chuckles* If you need someone to hold your hand for the whole flight I will, but you really have nothing to worry about.	game/v11/scene3b.rpy	159	u "[what]"
v11_cafe_with_riley_73b86659	u	I've been on multiple planes and know many others that have flown, and we've never had any problems. I just watch movies and sleep the whole time.	game/v11/scene3b.rpy	160	u "[what]"
v11_cafe_with_riley_ed5df938	ri	Be really honest though, what's the worst thing about it?	game/v11/scene3b.rpy	165	ri "[what]"
v11_cafe_with_riley_1c8b7795	u	Well, the elevation messes with your ears a bit. Kinda feels like you're underwater. You get rid of it by yawning, but your ears sort of pop. For myself and most people that's the worst part.	game/v11/scene3b.rpy	170	u "[what]"
v11_cafe_with_riley_ac18688a	ri	Your ears pop?! Does it hurt?	game/v11/scene3b.rpy	175	ri "[what]"
v11_cafe_with_riley_a03e22ac	u	Haha, no Riley, it doesn't hurt. It's just an unusual feeling. I'm sure you've popped your knuckles before. It's like that but with your ear.	game/v11/scene3b.rpy	180	u "[what]"
v11_cafe_with_riley_62ac0c70	ri	Okay, I guess that doesn't seem so bad.	game/v11/scene3b.rpy	185	ri "[what]"
v11_cafe_with_riley_b4ad2879	u	See? Nothing to stress over.	game/v11/scene3b.rpy	190	u "[what]"
v11_cafe_with_riley_bdc341b1	ri	Alright, I guess I shouldn't worry about it. I am gonna talk to Amber though because I know she tried to scare me with her "make sure you tuck your feet under the seat so you don't fall out". *Chuckles*	game/v11/scene3b.rpy	195	ri "[what]"
v11_cafe_with_riley_4b3eb010	u	*Laughs* Yeah, talking to Amber about your fears probably wasn't a good idea. If I had never flown before and talked to Amber before my first time, I'd be nervous too. She has that kind of power.	game/v11/scene3b.rpy	200	u "[what]"
v11_cafe_with_riley_17ced004	ri	We should call her Maleficent... *Chuckles*	game/v11/scene3b.rpy	205	ri "[what]"
v11_cafe_with_riley_ff499cd4	u	What's maleficent?	game/v11/scene3b.rpy	210	u "[what]"
v11_cafe_with_riley_a449cba2	ri	Oh my god, look it up later.	game/v11/scene3b.rpy	215	ri "[what]"
v11_cafe_with_riley_41b9ee1a	u	*Chuckles* Okay? Hey, I know a way you could get over your fear of flying pretty easily.	game/v11/scene3b.rpy	220	u "[what]"
v11_cafe_with_riley_ca130271	ri	Really? How?	game/v11/scene3b.rpy	225	ri "[what]"
v11_cafe_with_riley_2623d696	u	You should try out that little indoor skydiving thing.	game/v11/scene3b.rpy	230	u "[what]"
v11_cafe_with_riley_7949f754	ri	What?	game/v11/scene3b.rpy	235	ri "[what]"
v11_cafe_with_riley_35e3b2f4	u	You know, the thing with the giant air tube that lets you float?	game/v11/scene3b.rpy	240	u "[what]"
v11_cafe_with_riley_736c6c0f	ri	Oh, right! I saw a commercial about that, I did think it kinda looked fun.	game/v11/scene3b.rpy	245	ri "[what]"
v11_cafe_with_riley_6400f3c1	u	Well, it's safe and probably more stressful than an actual plane ride.	game/v11/scene3b.rpy	250	u "[what]"
v11_cafe_with_riley_a6581dea	ri	Maybe less stressful for you. *Laughs*	game/v11/scene3b.rpy	255	ri "[what]"
v11_cafe_with_riley_18930abe	charli	Hey [name]! Is this one of the close friends you were telling me about? I love your hair! Is that color natural?	game/v11/scene3b.rpy	265	charli "[what]"
v11_cafe_with_riley_a2c4ca94	ri	Oh, thank you so much! I'm Riley. And yeah, haha. it's natural... You're a friend of [name]?	game/v11/scene3b.rpy	270	ri "[what]"
v11_cafe_with_riley_15ce87e8	charli	Yea- well... I don't know, actually. *Chuckles* Would you say we're friends [name]?	game/v11/scene3b.rpy	275	charli "[what]"
v11_cafe_with_riley_b222b29c	u	Haha, maybe not yet, I mean we just met this morning...	game/v11/scene3b.rpy	282	u "[what]"
v11_cafe_with_riley_a77065ae	u	Sure, of course. Charli and I actually just met this morning.	game/v11/scene3b.rpy	289	u "[what]"
v11_cafe_with_riley_40660b45	ri	Well, it's nice to meet you, Charli. Love your energy, so positive.	game/v11/scene3b.rpy	294	ri "[what]"
v11_cafe_with_riley_61d92fd9	charli	It's my pleasure, really. I was just telling [name] that I needed to find some friends on campus and here you are. *Chuckles*	game/v11/scene3b.rpy	299	charli "[what]"
v11_cafe_with_riley_22824727	ri	Haha, yes. Here I am. *Chuckles*	game/v11/scene3b.rpy	304	ri "[what]"
v11_cafe_with_riley_b59b263a	u	Charli here is actually going on the Europe trip with us.	game/v11/scene3b.rpy	309	u "[what]"
v11_cafe_with_riley_a22e33b5	ri	Oh yayyy! Now I won't be stuck with just [name]. *Chuckles*	game/v11/scene3b.rpy	314	ri "[what]"
v11_cafe_with_riley_cb51324b	u	Wowww... *Chuckles*	game/v11/scene3b.rpy	319	u "[what]"
v11_cafe_with_riley_477fb607	charli	[name] you must be one hell of a guy considering you're surrounded by all these amazing people...	game/v11/scene3b.rpy	324	charli "[what]"
v11_cafe_with_riley_4cc21c21	ri	"Amazing"? Definitely not. *Chuckles*	game/v11/scene3b.rpy	329	ri "[what]"
v11_cafe_with_riley_ce575d5b	u	("Amazing"...)	game/v11/scene3b.rpy	334	u "[what]"
v11_cafe_with_riley_6639c906	ri	How come I've never bumped into you before?	game/v11/scene3b.rpy	339	ri "[what]"
v11_cafe_with_riley_2376aa9d	charli	I'm actually an exchange student and I currently stay off campus. But honestly I would have made more of an effort to meet people on campus if I had known you guys were here. *Chuckles*	game/v11/scene3b.rpy	344	charli "[what]"
v11_cafe_with_riley_7516831a	ri	Ahh... that would explain a lot... Well, I'm really glad you're going on the trip with us. That'll give us the perfect chance to get to know each other.	game/v11/scene3b.rpy	349	ri "[what]"
v11_cafe_with_riley_3895912a	charli	I'm looking forward to it! I actually wasn't going to go, but [name] convinced me.	game/v11/scene3b.rpy	354	charli "[what]"
v11_cafe_with_riley_8ef0b6cc	ri	Well in that case, thank you [name]! *Chuckles*	game/v11/scene3b.rpy	359	ri "[what]"
v11_cafe_with_riley_41b4a17c	charli	I should finish getting ready for the long flight tomorrow. See you guys!	game/v11/scene3b.rpy	364	charli "[what]"
v11_cafe_with_riley_59b2f8e8	u	Later man.	game/v11/scene3b.rpy	369	u "[what]"
v11_cafe_with_riley_d3e22b30	u	Someone found a new best friend.	game/v11/scene3b.rpy	374	u "[what]"
v11_cafe_with_riley_99af0934	ri	Oh don't say it like that, he's sweet. Maybe girls would call you sweet too if you paid them a compliment every once in a while.	game/v11/scene3b.rpy	379	ri "[what]"
v11_cafe_with_riley_b9ae452b	u	I do give compliments!	game/v11/scene3b.rpy	384	u "[what]"
v11_cafe_with_riley_02c4444f	ri	Haha, relax! I'm just teasing you... Is someone jealous of the new kid? *Laughs*	game/v11/scene3b.rpy	389	ri "[what]"
v11_cafe_with_riley_3639a878	u	I'm not jealous, just surprised to see you hit it off like that.	game/v11/scene3b.rpy	394	u "[what]"
v11_cafe_with_riley_4231ea00	ri	Maybe I thought he was cute?	game/v11/scene3b.rpy	399	ri "[what]"
v11_cafe_with_riley_fcf2d6b5	u	Did you?	game/v11/scene3b.rpy	404	u "[what]"
v11_cafe_with_riley_093afd15	ri	*Laughs* I'm gonna get on out of here. And now that I think about it, flying is the last thing on my mind, so thank you.	game/v11/scene3b.rpy	409	ri "[what]"
v11_cafe_with_riley_70e8d1c9	u	You're welcome. See you around, Riley.	game/v11/scene3b.rpy	414	u "[what]"
v11_cafe_with_riley_bde6a20f	ri	See ya.	game/v11/scene3b.rpy	419	ri "[what]"
v11_cafe_with_riley_7ee312d1	u	(I'm not jealous, I just... I don't know. )	game/v11/scene3b.rpy	424	u "[what]"
v11_emily_park_b59be32a	u	(I should see who that is.)	game/v11/scene4.rpy	13	u "[what]"
v11_emily_park_b59be32a_1	u	(I should see who that is.)	game/v11/scene4.rpy	25	u "[what]"
v11_emily_park_88d710ce	u	(I should check my phone.)	game/v11/scene4.rpy	52	u "[what]"
v11_emily_park_dc79bd0c	u	(Let's go see what this is all about.)	game/v11/scene4.rpy	58	u "[what]"
